Name,Pokemon Number,Stat Total,HP,Attack,Defense,Speed,Sp.Def,Sp.Atk,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,isSubLegendary,isLegendary,isMythical,isFullyEvolved
Duraludon,884,535,70,95,115,85,50,120,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,8,Dragon,Mineral,FALSE,FALSE,FALSE,TRUE
Dragapult,887,600,88,120,75,142,75,100,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,8,Amorphous,Dragon,FALSE,FALSE,FALSE,TRUE
Zacian(Crowned Sword),888,700,92,150,115,148,115,80,Fairy,Steel,Intrepid Sword,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zacian,888,660,92,120,115,138,115,80,Fairy,None,Intrepid Sword,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zamazenta(Crowned Shield),889,700,92,120,140,128,140,80,Fighting,Steel,Dauntless Shield,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zamazenta,889,660,92,120,115,138,115,80,Fighting,None,Dauntless Shield,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Eternatus,890,690,140,85,95,130,95,145,Poison,Dragon,Pressure,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Urshifu,892,550,100,130,100,97,60,63,Fighting,Dark,Unseen Fist,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Urshifu(Rapid Strike Style),892,550,100,130,100,97,60,63,Fighting,Water,Unseen Fist,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Zarude,893,600,105,120,105,105,95,70,Dark,Grass,Leaf Guard,None,None,8,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Regieleki,894,580,80,100,50,200,50,100,Electric,None,Transistor,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Regidrago,895,580,200,100,50,80,50,100,Dragon,None,Dragon's Maw,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Glastrier,896,580,100,145,130,30,110,65,Ice,None,Chilling Neigh,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Spectrier,897,580,100,65,60,130,80,145,Ghost,None,Grim Neigh,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Calyrex(Ice Rider),898,680,100,165,150,50,130,85,Psychic,Ice,As One,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Calyrex(Shadow Rider),898,680,100,85,80,150,100,165,Psychic,Ghost,As One,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Calyrex,898,500,100,80,80,80,80,80,Psychic,Grass,Unnerve,None,None,8,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Wyrdeer,899,525,103,105,72,65,75,105,Normal,Psychic,Intimidate,Frisk,Sap Sipper,8,Field,None,FALSE,FALSE,FALSE,TRUE
Kleavor,900,500,70,130,95,85,75,45,Bug,Rock,Swarm,Sheer Force,Sharpness,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Ursaluna,901,550,130,140,105,50,80,45,Ground,Normal,Guts,Bulletproof,Unnerve,8,Field,None,FALSE,FALSE,FALSE,TRUE
Basculegion,902,530,120,112,65,78,75,80,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Basculegion(Female),902,530,120,92,65,78,75,100,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Sneasler,903,510,80,130,60,120,80,40,Poison,Fighting,Pressure,Unburden,Poison Touch,8,Field,None,FALSE,FALSE,FALSE,TRUE
Overqwil,904,510,85,115,95,85,65,65,Dark,Poison,Poison Point,Swift Swim,Intimidate,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Enamorus,905,580,74,115,70,106,80,135,Fairy,Flying,Cute Charm,None,Contrary,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Enamorus(Therian Forme),905,580,74,115,110,46,100,135,Fairy,Flying,Overcoat,None,None,8,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Meowscarada,908,530,76,110,70,123,70,81,Grass,Dark,Overgrow,None,Protean,9,Field,Grass,FALSE,FALSE,FALSE,TRUE
Skeledirge,911,530,104,75,100,66,75,110,Fire,Ghost,Blaze,None,Unaware,9,Field,None,FALSE,FALSE,FALSE,TRUE
Quaquaval,914,530,85,120,80,85,75,85,Water,Fighting,Torrent,None,Moxie,9,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Oinkologne,916,489,110,100,75,65,80,59,Normal,None,Lingering Aroma,Gluttony,Thick Fat,9,Field,None,FALSE,FALSE,FALSE,TRUE
Oinkologne(Female),916,489,115,90,70,65,90,59,Normal,None,Aroma Veil,Gluttony,Thick Fat,9,Field,None,FALSE,FALSE,FALSE,TRUE
Spidops,918,404,60,79,92,35,86,52,Bug,None,Insomnia,None,Stakeout,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Lokix,920,450,71,102,78,92,55,52,Bug,Dark,Swarm,None,Tinted Lens,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Pawmot,923,490,70,115,70,105,60,70,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,9,Field,None,FALSE,FALSE,FALSE,TRUE
Maushold,925,470,74,75,70,111,75,65,Normal,None,Friend Guard,Cheek Pouch,Technician,9,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Dachsbun,927,477,57,80,115,95,80,50,Fairy,None,Well-Baked Body,None,Aroma Veil,9,Field,Mineral,FALSE,FALSE,FALSE,TRUE
Arboliva,930,510,78,69,90,39,109,125,Grass,Normal,Seed Sower,None,Harvest,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Squawkabilly,931,417,82,96,51,92,51,45,Normal,Flying,Intimidate,Hustle,Guts,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Garganacl,934,500,100,100,130,35,90,45,Rock,None,Purifying Salt,Sturdy,Clear Body,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Armarouge,936,525,85,60,100,75,80,125,Fire,Psychic,Flash Fire,None,Weak Armor,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Ceruledge,937,525,75,125,80,85,100,60,Fire,Ghost,Flash Fire,None,Weak Armor,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Bellibolt,939,495,109,64,91,45,83,103,Electric,None,Electromorphosis,Static,Damp,9,Water 1,None,FALSE,FALSE,FALSE,TRUE
Kilowattrel,941,490,70,70,60,125,60,105,Electric,Flying,Wind Power,Volt Absorb,Competitive,9,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Mabosstiff,943,505,80,120,90,85,70,60,Dark,None,Intimidate,Guard Dog,Stakeout,9,Field,None,FALSE,FALSE,FALSE,TRUE
Grafaiai,945,485,63,95,65,110,72,80,Poison,Normal,Unburden,Poison Touch,Prankster,9,Field,None,FALSE,FALSE,FALSE,TRUE
Brambleghast,947,480,55,115,70,90,70,80,Grass,Ghost,Wind Rider,None,Infiltrator,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Toedscruel,949,515,80,70,65,100,120,80,Ground,Grass,Mycelium Might,None,None,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Klawf,950,450,70,100,115,75,55,35,Rock,None,Anger Shell,Shell Armor,Regenerator,9,Water 3,None,FALSE,FALSE,FALSE,TRUE
Scovillain,952,486,65,108,65,75,65,108,Grass,Fire,Chlorophyll,Insomnia,Moody,9,Grass,None,FALSE,FALSE,FALSE,TRUE
Rabsca,954,470,75,50,85,45,100,115,Bug,Psychic,Synchronize,None,Telepathy,9,Bug,None,FALSE,FALSE,FALSE,TRUE
Espathra,956,481,95,60,60,105,60,101,Psychic,None,Opportunist,Frisk,Speed Boost,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Tinkaton,959,506,85,75,77,94,105,70,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,9,Fairy,None,FALSE,FALSE,FALSE,TRUE
Wugtrio,961,425,35,100,50,120,70,50,Water,None,Gooey,Rattled,Sand Veil,9,Water 3,None,FALSE,FALSE,FALSE,TRUE
Bombirdier,962,485,70,103,85,82,85,60,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Palafin(Hero Form),964,650,100,160,97,100,87,106,Water,None,Zero to Hero,None,None,9,Field,Water 2,FALSE,FALSE,FALSE,TRUE
Palafin,964,457,100,70,72,100,62,53,Water,None,Zero to Hero,None,None,9,Field,Water 2,FALSE,FALSE,FALSE,TRUE
Revavroom,966,500,80,119,90,90,67,54,Steel,Poison,Overcoat,None,Filter,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Cyclizar,967,501,70,95,65,121,65,85,Dragon,Normal,Shed Skin,None,Regenerator,9,Field,None,FALSE,FALSE,FALSE,TRUE
Orthworm,968,480,70,85,145,65,55,60,Steel,None,Earth Eater,None,Sand Veil,9,Field,None,FALSE,FALSE,FALSE,TRUE
Glimmora,970,525,83,55,90,86,81,130,Rock,Poison,Toxic Debris,None,Corrosion,9,Mineral,None,FALSE,FALSE,FALSE,TRUE
Houndstone,972,488,72,101,100,68,97,50,Ghost,None,Sand Rush,None,Fluffy,9,Field,None,FALSE,FALSE,FALSE,TRUE
Flamigo,973,500,82,115,74,90,64,75,Flying,Fighting,Scrappy,Tangled Feet,Costar,9,Flying,None,FALSE,FALSE,FALSE,TRUE
Cetitan,975,521,170,113,65,73,55,45,Ice,None,Thick Fat,Slush Rush,Sheer Force,9,Field,None,FALSE,FALSE,FALSE,TRUE
Veluza,976,478,90,102,73,70,65,78,Water,Psychic,Mold Breaker,None,Sharpness,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Dondozo,977,530,150,100,115,35,65,65,Water,None,Unaware,Oblivious,Water Veil,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Tatsugiri,978,475,68,50,60,82,95,120,Dragon,Water,Commander,None,Storm Drain,9,Water 2,None,FALSE,FALSE,FALSE,TRUE
Annihilape,979,535,110,115,80,90,90,50,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,9,Field,None,FALSE,FALSE,FALSE,TRUE
Clodsire,980,430,130,75,60,20,100,45,Poison,Ground,Poison Point,Water Absorb,Unaware,9,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Farigiraf,981,520,120,90,70,60,70,110,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,9,Field,None,FALSE,FALSE,FALSE,TRUE
Dudunsparce,982,520,125,100,80,55,75,85,Normal,None,Serene Grace,Run Away,Rattled,9,Field,None,FALSE,FALSE,FALSE,TRUE
Kingambit,983,550,100,135,120,50,85,60,Dark,Steel,Defiant,Supreme Overlord,Pressure,9,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Great Tusk,984,570,115,131,131,87,53,53,Ground,Fighting,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Scream Tail,985,570,115,65,99,111,115,65,Fairy,Psychic,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Brute Bonnet,986,570,111,127,99,55,99,79,Grass,Dark,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Flutter Mane,987,570,55,55,55,135,135,135,Ghost,Fairy,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Slither Wing,988,570,85,135,79,81,105,85,Bug,Fighting,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Sandy Shocks,989,570,85,81,97,101,85,121,Electric,Ground,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Treads,990,570,90,112,120,106,70,72,Ground,Steel,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Bundle,991,570,56,80,114,136,60,124,Ice,Water,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Hands,992,570,154,140,108,50,68,50,Fighting,Electric,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Jugulis,993,570,94,80,86,108,80,122,Dark,Flying,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Moth,994,570,80,70,60,110,110,140,Fire,Poison,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Thorns,995,570,100,134,110,72,84,70,Rock,Electric,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Baxcalibur,998,600,115,145,92,87,86,75,Dragon,Ice,Thermal Exchange,None,Ice Body,9,Dragon,Mineral,FALSE,FALSE,FALSE,TRUE
Gholdengo,1000,550,87,60,95,84,91,133,Steel,Ghost,Good as Gold,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Wo-Chien,1001,570,85,85,100,70,135,95,Dark,Grass,Tablets of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Chien-Pao,1002,570,80,120,80,135,65,90,Dark,Ice,Sword of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Ting-Lu,1003,570,155,110,125,45,80,55,Dark,Ground,Vessel of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Chi-Yu,1004,570,55,80,80,100,120,135,Dark,Fire,Beads of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Roaring Moon,1005,590,105,139,71,119,101,55,Dragon,Dark,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Valiant,1006,590,74,130,90,116,60,120,Fairy,Fighting,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Koraidon,1007,670,100,135,115,135,100,85,Fighting,Dragon,Orichalcum Pulse,None,None,9,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Miraidon,1008,670,100,85,100,135,115,135,Electric,Dragon,Hadron Engine,None,None,9,Undiscovered,None,FALSE,TRUE,FALSE,TRUE

